3,6,10047
1,4,10047
2,5,40334
3,6,19132
4,8,19132
2,5,19132
3,7,10047
1,4,19132
1,5,10047
3,6,19132
2,5,40334
4,8,19132
3,6,10047
5,8,10047
3,6,10047
4,7,19132
4,7,10047
3,6,38283
4,7,10047
2,5,10047
3,6,38283
2,5,40334
2,6,38283
3,6,10047
2,5,19132
4,7,19132
3,6,10047
4,8,10047
1,4,40334
2,5,10047
3,7,10047
3,7,38283
3,6,10047
3,7,19132
2,5,19132
3,6,38283
7,11,10047
2,5,10047
3,6,19132
1,5,10047
2,5,19132
4,7,10047
2,5,19132
6,10,19132
2,5,38283
1,5,19132
2,6,40334
4,7,19132
1,4,38283
1,4,10047
4,7,19132
5,8,19132
1,5,10047
4,7,10047
1,4,19132
4,8,19132
4,7,40334
1,4,10047
2,6,19132
1,4,19132
2,6,38283
1,4,19132
2,5,40334
6,9,19132
2,5,10047
2,5,38283
2,5,10047
3,7,10047
3,6,19132
1,4,40334
3,7,19132
1,5,10047
4,7,38283
3,6,19132
2,5,38283
2,6,10047
5,8,19132
3,7,40334
2,7,19132
1,4,40334
1,4,10047
4,7,38283
5,8,10047
4,7,19132
2,7,19132
1,4,10047
3,7,19132
2,5,10047
1,4,10047
4,8,19132
2,5,10047
2,6,19132
2,5,19132
2,5,13777
2,5,19132
2,5,40334
3,6,19132
1,5,10047
4,8,19132
5,8,38283
4,7,38283
1,5,10047
1,4,19132
1,4,19132
5,9,19132
2,5,19132
2,5,19132
3,6,19132
2,5,40334
3,7,10047
2,6,10047
1,4,19132
2,5,19132
1,5,19132
4,7,10047
1,4,40334
2,5,19132
4,7,19132
1,5,19132
1,5,19132
3,6,10047
3,6,19132
3,7,19132
3,6,10047
3,7,19132
3,6,19132
3,6,40334
3,6,19132
5,8,40334
3,6,10047
1,4,40334
1,5,10047
3,8,19132
2,6,19132
3,7,19132
3,6,10047
2,5,10047
2,6,19132
3,7,10047
3,6,19132
4,7,10047
6,9,19132
3,6,10047
3,7,38283
2,5,19132
2,5,10047
4,7,38283
1,5,19132
3,6,38283
4,7,10047
3,6,19132
3,6,19132
1,6,19132
2,6,40334
3,6,38283
2,7,38283
2,8,19132
4,8,10047
2,6,38283
4,7,38283
1,4,40334
3,7,19132
5,8,38283
6,9,38283
2,5,19132
4,7,19132
1,6,10047
3,6,19132
3,6,38283
1,5,19132
2,5,10047
2,6,10047
9,12,19132
7,10,38283
1,5,19132
5,8,19132
3,6,38283
1,5,19132
3,6,40334
2,6,40334
2,5,19132
2,5,19132
3,6,10047
2,5,40334
3,6,10047
4,7,38283
2,7,38283
3,7,19132
1,4,10047
2,5,19132
1,4,10047
2,6,40334
4,8,19132
1,4,19132
1,5,38283
4,7,19132
2,7,38283
1,5,19132
3,8,19132
3,6,10047
4,7,38283
5,9,19132
3,6,19132
3,6,19132
1,4,19132
1,4,38283
2,6,10047
3,7,38283
2,6,38283
4,7,19132
4,8,19132
1,5,10047
3,6,10047
2,6,10047
5,8,38283
3,6,38283
1,4,38283
2,7,19132
3,6,19132
1,5,10047
4,8,10047
2,6,19132
4,7,10047
3,6,10047
1,4,40334
2,5,40334
3,6,10047
3,6,10047
3,7,19132
2,5,10047
1,5,19132
2,7,38283
1,4,19132
2,7,19132
6,9,38283
1,4,19132
1,4,40334
2,5,10047
4,7,10047
2,5,19132
3,7,19132
2,5,19132
1,5,19132
3,6,19132
3,6,10047
1,5,19132
1,5,40334
1,4,40334
3,6,19132
2,5,10047
2,6,40334
3,6,40334
3,6,10047
2,6,38283
3,6,19132
1,5,19132
3,7,19132
5,8,38283
3,6,19132
2,6,38283
2,5,10047
2,6,19132
3,6,38283
3,7,10047
4,7,10047
3,6,10047
6,9,19132
3,6,10047
2,6,38283
1,5,19132
1,5,38283
2,6,40334
2,6,19132
1,5,19132
2,7,38283
3,7,19132
3,7,19132
1,5,40334
2,5,10047
1,5,19132
4,7,19132
2,5,19132
2,5,10047
3,6,19132
4,7,10047
2,5,40334
4,8,19132
3,6,10047
1,4,19132
3,6,10047
4,7,10047
4,8,10047
5,8,19132
2,6,19132
3,6,19132
4,8,38283
2,5,10047
1,5,19132
1,4,19132
2,5,10047
1,5,10047
3,7,10047
1,4,38283
5,8,19132
2,5,19132
3,6,19132
2,5,38283
5,8,10047
1,5,19132
1,5,40334
1,4,19132
5,8,10047
2,6,19132
3,7,19132
2,6,38283
2,5,40334
1,4,10047
3,6,10047
1,4,10047
2,5,19132
3,6,19132
6,9,38283
1,5,10047
1,4,19132
