1,9,18961
6,9,18961
4,12,18707
9,12,18707
4,11,18707
9,12,18707
5,12,18707
10,13,18707
2,10,18707
7,10,18707
4,11,44113
9,12,44113
4,11,18961
9,12,18961
5,12,18707
10,13,18707
2,9,7880
7,10,7880
3,11,32408
8,11,32408
5,13,18707
10,13,18707
2,9,18707
7,10,18707
8,15,18707
13,16,18707
2,10,18707
7,10,18707
2,10,32408
7,10,32408
1,10,18707
6,9,18707
3,10,7880
8,11,7880
3,11,44113
8,11,44113
7,14,18707
12,15,18707
4,12,18707
9,12,18707
2,9,18707
7,10,18707
2,9,18961
7,10,18961
6,13,18707
11,14,18707
4,11,44113
9,12,44113
2,9,44113
7,10,44113
2,10,7880
7,10,7880
3,10,18961
8,11,18961
1,9,7880
6,9,7880
3,10,7880
8,11,7880
6,14,18707
11,14,18707
4,12,18707
9,12,18707
3,10,44113
8,11,44113
1,9,18961
6,9,18961
3,11,18961
8,11,18961
4,11,18707
9,12,18707
2,9,18707
7,10,18707
3,11,18961
8,11,18961
2,9,7880
7,10,7880
5,12,18707
10,13,18707
1,9,7880
6,9,7880
4,11,18707
9,12,18707
3,11,18707
8,11,18707
1,9,18961
6,9,18961
3,10,18707
8,11,18707
2,9,18707
7,10,18707
2,9,7880
7,10,7880
1,8,18961
6,9,18961
2,9,44113
7,10,44113
4,12,18707
9,12,18707
4,12,18707
9,12,18707
1,9,18707
6,9,18707
6,13,18707
11,14,18707
2,9,18707
7,10,18707
2,11,18707
7,10,18707
2,9,7880
7,10,7880
4,11,44113
9,12,44113
5,13,18707
10,13,18707
4,12,18707
9,12,18707
2,9,46422
7,10,46422
2,9,44113
7,10,44113
1,9,18707
6,9,18707
3,11,18707
8,11,18707
2,10,44113
7,10,44113
1,9,7880
6,9,7880
3,10,18707
8,11,18707
2,9,7880
7,10,7880
3,11,44113
8,11,44113
2,10,18707
7,10,18707
4,11,18707
9,12,18707
5,14,18707
10,13,18707
1,8,7880
6,9,7880
3,10,7880
8,11,7880
3,11,7880
8,11,7880
5,12,44113
10,13,44113
2,9,44113
7,10,44113
2,10,13191
7,10,13191
2,9,32408
7,10,32408
1,9,18707
6,9,18707
2,9,18707
7,10,18707
5,12,18707
10,13,18707
1,8,7880
6,9,7880
2,9,7880
7,10,7880
6,14,18707
11,14,18707
3,10,44113
8,11,44113
2,9,44113
7,10,44113
5,12,18961
10,13,18961
2,9,18086
7,10,18086
2,9,18086
7,10,18086
1,8,18086
6,9,18086
4,12,18707
9,12,18707
3,10,18961
8,11,18961
4,12,18707
9,12,18707
3,11,18707
8,11,18707
1,9,18961
6,9,18961
3,11,46422
8,11,46422
1,8,46422
6,9,46422
3,11,18707
8,11,18707
2,9,7880
7,10,7880
1,9,7880
6,9,7880
2,9,18961
7,10,18961
1,9,18707
6,9,18707
3,11,18707
8,11,18707
3,12,7880
8,11,7880
3,10,18707
8,11,18707
2,9,18961
7,10,18961
3,11,18707
8,11,18707
4,11,18707
9,12,18707
1,8,18961
6,9,18961
2,9,44113
7,10,44113
5,12,18707
10,13,18707
3,11,18707
8,11,18707
2,9,7880
7,10,7880
3,10,7880
8,11,7880
4,11,18961
9,12,18961
4,11,18707
9,12,18707
3,11,18086
8,11,18086
1,8,18961
6,9,18961
5,12,18707
10,13,18707
5,12,18707
10,13,18707
2,9,7880
7,10,7880
4,11,18707
9,12,18707
3,11,18707
8,11,18707
1,9,18961
6,9,18961
3,10,18961
8,11,18961
2,9,7880
7,10,7880
2,9,7880
7,10,7880
1,8,18961
6,9,18961
3,10,18707
8,11,18707
2,10,18707
7,10,18707
4,12,18707
9,12,18707
1,8,18707
6,9,18707
3,10,18707
8,11,18707
1,9,32408
6,9,32408
1,9,18086
6,9,18086
3,10,18707
8,11,18707
3,10,7880
8,11,7880
1,10,44113
6,9,44113
1,9,18086
6,9,18086
7,15,18707
12,15,18707
5,12,44113
10,13,44113
1,9,18707
6,9,18707
2,9,2651
7,10,2651
1,10,18707
6,9,18707
2,9,18961
7,10,18961
2,9,7880
7,10,7880
1,9,7880
6,9,7880
2,9,18707
7,10,18707
3,10,44113
8,11,44113
2,11,18086
7,10,18086
1,8,7880
6,9,7880
4,11,18707
9,12,18707
1,9,18707
6,9,18707
4,11,44113
9,12,44113
3,12,18707
8,11,18707
3,10,44113
8,11,44113
2,11,18707
7,10,18707
5,13,44113
10,13,44113
3,10,44113
8,11,44113
2,9,7880
7,10,7880
2,9,18086
7,10,18086
2,9,18707
7,10,18707
2,10,46422
7,10,46422
1,9,18961
6,9,18961
1,9,7880
6,9,7880
2,10,18707
7,10,18707
3,10,18707
8,11,18707
2,9,44113
7,10,44113
2,9,18707
7,10,18707
5,12,18707
10,13,18707
2,9,7880
7,10,7880
1,8,18086
6,9,18086
2,11,18707
7,10,18707
2,10,18086
7,10,18086
2,9,7880
7,10,7880
3,10,7880
8,11,7880
1,8,44113
6,9,44113
2,9,18086
7,10,18086
3,10,18707
8,11,18707
1,9,46422
6,9,46422
5,13,18707
10,13,18707
3,10,18707
8,11,18707
4,12,18707
9,12,18707
1,8,46422
6,9,46422
3,11,18707
8,11,18707
1,9,2651
6,9,2651
2,10,18707
7,10,18707
1,8,7880
6,9,7880
2,9,18707
7,10,18707
1,9,7880
6,9,7880
2,9,18086
7,10,18086
1,8,18961
6,9,18961
6,13,18707
11,14,18707
