8,9,17210
8,9,383
9,10,2580
10,11,3469
9,10,31849
9,10,10884
9,10,2297
9,10,383
8,9,31771
9,10,12265
9,10,21770
9,10,2619
9,10,6372
8,9,2677
9,10,383
9,10,43438
8,9,9910
10,11,12550
10,11,854
9,10,46340
8,9,309
9,10,5830
9,10,3700
8,9,833
9,10,2619
9,10,383
9,10,29297
9,10,15941
10,11,5027
9,10,449
9,10,13566
9,10,337
9,10,19902
9,10,20002
9,10,8843
10,11,2935
9,10,2635
8,9,8843
9,10,9356
10,11,9356
9,10,9356
9,10,9356
10,11,32347
10,11,2619
9,10,28276
10,11,29721
8,9,399
9,10,26475
8,9,4930
9,10,2619
11,12,18024
9,10,5511
10,11,8843
11,12,7659
9,10,383
10,11,370
9,10,1583
9,10,10805
8,9,46315
9,10,14563
9,10,16559
9,10,2635
8,9,39296
9,10,8129
9,10,17924
9,10,17573
11,12,17573
10,11,6575
9,10,21770
9,10,5436
9,10,1902
10,11,8974
12,13,911
9,10,7542
9,10,1583
8,9,48080
8,9,12674
8,9,44177
10,11,8266
11,12,383
9,10,42602
9,10,3274
9,10,9369
8,9,1024
10,11,2297
12,13,4889
8,9,36857
11,12,4270
9,10,4627
9,10,5616
9,10,8599
9,10,383
13,14,4453
9,10,1583
9,10,34037
12,13,9897
